District Name,Subgroup,2019 Count,2019 Percent Proficient,Number Proficient
Forrest County Ag High School,White,94,0.319148936,30
Forrest County Ag High School,African American,53,0.20754717,11
Forrest County Ag High School,Hispanic,*,*,*
Forrest County Ag High School,Asian,*,*,*
Forrest County Ag High School,Multiracial,*,*,*
Forrest County Ag High School,Native American/Pacific Islander,0,0,0
Forrest County School District,All Students,1364,0.467741935,638
Forrest County School District,White,675,0.562962963,380
Forrest County School District,African American,560,0.3375,189
Forrest County School District,Hispanic,42,0.523809524,22
Forrest County School District,Asian,*,*,*
Forrest County School District,Multiracial,78,0.525641026,41
Forrest County School District,Native American/Pacific Islander,*,*,*
Franklin Co School District,All Students,666,0.468468468,312
Franklin Co School District,White,343,0.539358601,185
Franklin Co School District,African American,313,0.392971246,123
Franklin Co School District,Hispanic,*,*,*
Franklin Co School District,Asian,*,*,*
Franklin Co School District,Multiracial,*,*,*
Franklin Co School District,Native American/Pacific Islander,0,0,0
George Co School District,All Students,2134,0.44611059,952
George Co School District,White,1821,0.464579901,846
George Co School District,African American,176,0.267045455,47
George Co School District,Hispanic,66,0.363636364,24
George Co School District,Asian,12,0.916666667,11
George Co School District,Multiracial,55,0.4,22
George Co School District,Native American/Pacific Islander,*,*,*
Greene County School District,All Students,989,0.410515672,406
Greene County School District,White,765,0.439215686,336
Greene County School District,African American,206,0.310679612,64
Greene County School District,Hispanic,*,*,*
Greene County School District,Asian,*,*,*
Greene County School District,Multiracial,13,0.307692308,4
Greene County School District,Native American/Pacific Islander,0,0,0
Greenville Public Schools,All Students,2307,0.272214998,628
Greenville Public Schools,White,23,0.173913043,4
Greenville Public Schools,African American,2275,0.271208791,617
Greenville Public Schools,Hispanic,*,*,*
Greenville Public Schools,Asian,*,*,*
Greenville Public Schools,Multiracial,*,*,*
Greenville Public Schools,Native American/Pacific Islander,0,0,0
Greenwood Public School District,All Students,1407,0.36673774,516
Greenwood Public School District,White,64,0.421875,27
Greenwood Public School District,African American,1314,0.356925419,469
Greenwood Public School District,Hispanic,24,0.625,15
Greenwood Public School District,Asian,*,*,*
Greenwood Public School District,Multiracial,0,0,0
Greenwood Public School District,Native American/Pacific Islander,0,0,0
Grenada School District,All Students,2130,0.639906103,1363
Grenada School District,White,998,0.770541082,769
Grenada School District,African American,1065,0.519248826,553
Grenada School District,Hispanic,11,0.636363636,7
Grenada School District,Asian,*,*,*
Grenada School District,Multiracial,47,0.574468085,27
Grenada School District,Native American/Pacific Islander,*,*,*
Gulfport School District,All Students,3481,0.572536627,1993
Gulfport School District,White,1247,0.774659182,966
Gulfport School District,African American,1843,0.429734129,792
Gulfport School District,Hispanic,242,0.52892562,128
Gulfport School District,Asian,38,0.842105263,32
Gulfport School District,Multiracial,104,0.673076923,70
Gulfport School District,Native American/Pacific Islander,*,*,*
Hancock Co School District,All Students,2359,0.586689275,1384
Hancock Co School District,White,1985,0.601007557,1193
Hancock Co School District,African American,191,0.413612565,79
Hancock Co School District,Hispanic,49,0.653061224,32
Hancock Co School District,Asian,21,0.619047619,13
Hancock Co School District,Multiracial,105,0.580952381,61
Hancock Co School District,Native American/Pacific Islander,*,*,*
Harrison Co School District,All Students,8095,0.569610871,4611
Harrison Co School District,White,4185,0.68172043,2853
Harrison Co School District,African American,2921,0.389592605,1138
Harrison Co School District,Hispanic,442,0.524886878,232
Harrison Co School District,Asian,188,0.845744681,159
Harrison Co School District,Multiracial,308,0.633116883,195
Harrison Co School District,Native American/Pacific Islander,51,0.666666667,34
Hattiesburg Public School District,All Students,2060,0.380582524,784
Hattiesburg Public School District,White,48,0.458333333,22
Hattiesburg Public School District,African American,1869,0.36918138,690
Hattiesburg Public School District,Hispanic,111,0.468468468,52
Hattiesburg Public School District,Asian,*,*,*
Hattiesburg Public School District,Multiracial,25,0.52,13
Hattiesburg Public School District,Native American/Pacific Islander,*,*,*
Hazlehurst City School District,All Students,775,0.265806452,206
Hazlehurst City School District,White,16,0.125,2
Hazlehurst City School District,African American,674,0.261127596,176
Hazlehurst City School District,Hispanic,79,0.329113924,26
Hazlehurst City School District,Asian,*,*,*
Hazlehurst City School District,Multiracial,*,*,*
Hazlehurst City School District,Native American/Pacific Islander,0,0,0
Hinds Co School District,All Students,2868,0.424686192,1218
Hinds Co School District,White,317,0.514195584,163
Hinds Co School District,African American,2474,0.40864996,1011
Hinds Co School District,Hispanic,50,0.62,31
Hinds Co School District,Asian,*,*,*
Hinds Co School District,Multiracial,21,0.380952381,8
Hinds Co School District,Native American/Pacific Islander,*,*,*
Hollandale School District,All Students,281,0.256227758,72
Hollandale School District,White,*,*,*
Hollandale School District,African American,275,0.254545455,70
Hollandale School District,Hispanic,*,*,*
Hollandale School District,Asian,0,0,0
Hollandale School District,Multiracial,*,*,*
Hollandale School District,Native American/Pacific Islander,0,0,0
Holly Springs School District,All Students,615,0.250406504,154
Holly Springs School District,White,21,0.285714286,6
Holly Springs School District,African American,574,0.24738676,142
Holly Springs School District,Hispanic,11,0.363636364,4
Holly Springs School District,Asian,0,0,0
Holly Springs School District,Multiracial,*,*,*
Holly Springs School District,Native American/Pacific Islander,0,0,0
Holmes Consolidated School District,All Students,1751,0.155910908,273
Holmes Consolidated School District,White,15,0.4,6
Holmes Consolidated School District,African American,1731,0.1536684,266
Holmes Consolidated School District,Hispanic,*,*,*
Holmes Consolidated School District,Asian,*,*,*
Holmes Consolidated School District,Multiracial,0,0,0
Holmes Consolidated School District,Native American/Pacific Islander,0,0,0
Houston  School District,All Students,915,0.57704918,528
Houston  School District,White,426,0.690140845,294
Houston  School District,African American,376,0.454787234,171
Houston  School District,Hispanic,84,0.535714286,45
Houston  School District,Asian,*,*,*
Houston  School District,Multiracial,22,0.681818182,15
Houston  School District,Native American/Pacific Islander,0,0,0
Humphreys Co School District,All Students,874,0.157894737,138
Humphreys Co School District,White,*,*,*
Humphreys Co School District,African American,856,0.151869159,130
Humphreys Co School District,Hispanic,*,*,*
Humphreys Co School District,Asian,*,*,*
Humphreys Co School District,Multiracial,0,0,0
Humphreys Co School District,Native American/Pacific Islander,*,*,*
Itawamba Co School District,All Students,1917,0.541992697,1039
Itawamba Co School District,White,1735,0.559654179,971
Itawamba Co School District,African American,129,0.325581395,42
Itawamba Co School District,Hispanic,17,0.411764706,7
Itawamba Co School District,Asian,*,*,*
Itawamba Co School District,Multiracial,31,0.516129032,16
Itawamba Co School District,Native American/Pacific Islander,9,0.09,1
Jackson Co School District,All Students,4996,0.585068054,2923
Jackson Co School District,White,3953,0.613205161,2424
Jackson Co School District,African American,577,0.40034662,231
Jackson Co School District,Hispanic,176,0.522727273,92
Jackson Co School District,Asian,162,0.685185185,111
Jackson Co School District,Multiracial,97,0.546391753,53
Jackson Co School District,Native American/Pacific Islander,31,0.387096774,12
Jackson Public School District,All Students,11598,0.243490257,2824
Jackson Public School District,White,119,0.512605042,61
Jackson Public School District,African American,11160,0.238620072,2663
Jackson Public School District,Hispanic,242,0.289256198,70
Jackson Public School District,Asian,*,*,*
Jackson Public School District,Multiracial,63,0.333333333,21
Jackson Public School District,Native American/Pacific Islander,*,*,*
Jefferson Co School District,All Students,619,0.148626817,92
Jefferson Co School District,White,*,*,*
Jefferson Co School District,African American,616,0.147727273,91
Jefferson Co School District,Hispanic,0,0,0
Jefferson Co School District,Asian,0,0,0
Jefferson Co School District,Multiracial,0,0,0
Jefferson Co School District,Native American/Pacific Islander,0,0,0
Jefferson Davis Co School District,All Students,782,0.359335038,281
Jefferson Davis Co School District,White,100,0.5,50
Jefferson Davis Co School District,African American,667,0.329835082,220
Jefferson Davis Co School District,Hispanic,*,*,*
Jefferson Davis Co School District,Asian,0,0,0
Jefferson Davis Co School District,Multiracial,*,*,*
Jefferson Davis Co School District,Native American/Pacific Islander,0,0,0
Jones Co School District,All Students,4576,0.532124126,2435
Jones Co School District,White,3017,0.573748757,1731
Jones Co School District,African American,863,0.381228273,329
Jones Co School District,Hispanic,503,0.552683897,278
Jones Co School District,Asian,24,0.875,21
Jones Co School District,Multiracial,130,0.484615385,63
Jones Co School District,Native American/Pacific Islander,39,0.333333333,13
Kemper Co School District,All Students,482,0.255186722,123
Kemper Co School District,White,*,*,*
Kemper Co School District,African American,471,0.248407643,117
Kemper Co School District,Hispanic,*,*,*
Kemper Co School District,Asian,,,0
Kemper Co School District,Multiracial,*,*,*
Kemper Co School District,Native American/Pacific Islander,0,0,0
Kosciusko School District,All Students,1262,0.502377179,634
Kosciusko School District,White,492,0.678861789,334
Kosciusko School District,African American,705,0.371631206,262
Kosciusko School District,Hispanic,44,0.568181818,25
Kosciusko School District,Asian,15,0.733333333,11
Kosciusko School District,Multiracial,*,*,*
Kosciusko School District,Native American/Pacific Islander,*,*,*
Lafayette Co School District,All Students,1584,0.648358586,1027
Lafayette Co School District,White,1136,0.709507042,806
Lafayette Co School District,African American,374,0.486631016,182
Lafayette Co School District,Hispanic,38,0.447368421,17
Lafayette Co School District,Asian,13,0.615384615,8
Lafayette Co School District,Multiracial,21,0.619047619,13
Lafayette Co School District,Native American/Pacific Islander,*,*,*
Lamar County School District,All Students,5656,0.626414427,3543
Lamar County School District,White,3583,0.682109964,2444
Lamar County School District,African American,1503,0.491017964,738
Lamar County School District,Hispanic,257,0.505836576,130
Lamar County School District,Asian,103,0.922330097,95
Lamar County School District,Multiracial,198,0.646464646,128
Lamar County School District,Native American/Pacific Islander,12,0.666666667,8
Lauderdale Co School District,All Students,3484,0.501435132,1747
Lauderdale Co School District,White,2293,0.573920628,1316
Lauderdale Co School District,African American,1047,0.337153773,353
Lauderdale Co School District,Hispanic,94,0.542553191,51
Lauderdale Co School District,Asian,42,0.571428571,24
Lauderdale Co School District,Multiracial,*,*,*
Lauderdale Co School District,Native American/Pacific Islander,*,*,*
Laurel School District,All Students,1553,0.289117836,449
Laurel School District,White,37,0.432432432,16
Laurel School District,African American,1337,0.26551982,355
Laurel School District,Hispanic,146,0.438356164,64
Laurel School District,Asian,*,*,*
Laurel School District,Multiracial,22,0.409090909,9
Laurel School District,Native American/Pacific Islander,*,*,*
Lawrence Co School District,All Students,1149,0.371627502,427
Lawrence Co School District,White,654,0.458715596,300
Lawrence Co School District,African American,457,0.238512035,109
Lawrence Co School District,Hispanic,13,0.307692308,4
Lawrence Co School District,Asian,*,*,*
Lawrence Co School District,Multiracial,20,0.5,10
Lawrence Co School District,Native American/Pacific Islander,*,*,*
Leake Co School District,All Students,1605,0.335202492,538
Leake Co School District,White,345,0.428985507,148
Leake Co School District,African American,979,0.275791624,270
Leake Co School District,Hispanic,213,0.399061033,85
Leake Co School District,Asian,10,0.8,8
Leake Co School District,Multiracial,36,0.5,18
Leake Co School District,Native American/Pacific Islander,22,0.409090909,9
Lee County School District,All Students,3771,0.48872978,1843
Lee County School District,White,2469,0.587282301,1450
Lee County School District,African American,1105,0.260633484,288
Lee County School District,Hispanic,89,0.516853933,46
Lee County School District,Asian,23,0.608695652,14
Lee County School District,Multiracial,82,0.536585366,44
Lee County School District,Native American/Pacific Islander,*,*,*
Leflore Co School District,All Students,1294,0.207109737,268
Leflore Co School District,White,12,0.416666667,5
Leflore Co School District,African American,1211,0.197357556,239
Leflore Co School District,Hispanic,69,0.333333333,23
Leflore Co School District,Asian,*,*,*
Leflore Co School District,Multiracial,*,*,*
Leflore Co School District,Native American/Pacific Islander,,,0
Leland School District,All Students,417,0.20383693,85
Leland School District,White,29,0.137931034,4
Leland School District,African American,374,0.205882353,77
Leland School District,Hispanic,*,*,*
Leland School District,Asian,0,0,0
Leland School District,Multiracial,*,*,*
Leland School District,Native American/Pacific Islander,*,*,*
Lincoln Co School District,All Students,1689,0.391355832,661
Lincoln Co School District,White,1435,0.424390244,609
Lincoln Co School District,African American,224,0.196428571,44
Lincoln Co School District,Hispanic,16,0.1875,3
Lincoln Co School District,Asian,*,*,*
Lincoln Co School District,Multiracial,10,0.3,3
Lincoln Co School District,Native American/Pacific Islander,*,*,*
Long Beach School District,All Students,1769,0.616167326,1090
Long Beach School District,White,1228,0.668566775,821
Long Beach School District,African American,298,0.416107383,124
Long Beach School District,Hispanic,51,0.450980392,23
Long Beach School District,Asian,35,0.914285714,32
Long Beach School District,Multiracial,155,0.574193548,89
Long Beach School District,Native American/Pacific Islander,*,*,*
Louisville Municipal School District,All Students,1529,0.522563767,799
Louisville Municipal School District,White,476,0.74789916,356
Louisville Municipal School District,African American,979,0.413687436,405
Louisville Municipal School District,Hispanic,12,0.583333333,7
Louisville Municipal School District,Asian,*,*,*
Louisville Municipal School District,Multiracial,41,0.512195122,21
Louisville Municipal School District,Native American/Pacific Islander,18,0.5,9
Lowndes Co School District,All Students,2890,0.58615917,1694
Lowndes Co School District,White,1695,0.678466077,1150
Lowndes Co School District,African American,1071,0.437908497,469
Lowndes Co School District,Hispanic,60,0.566666667,34
Lowndes Co School District,Asian,14,0.785714286,11
Lowndes Co School District,Multiracial,45,0.6,27
Lowndes Co School District,Native American/Pacific Islander,*,*,*
Madison County School District,All Students,7044,0.625922771,4409
Madison County School District,White,3526,0.771695973,2721
Madison County School District,African American,2734,0.439283102,1201
Madison County School District,Hispanic,316,0.408227848,129
Madison County School District,Asian,326,0.81595092,266
Madison County School District,Multiracial,136,0.647058824,88
Madison County School District,Native American/Pacific Islander,*,*,*
Marion Co School District,All Students,1115,0.466367713,520
Marion Co School District,White,646,0.530959752,343
Marion Co School District,African American,447,0.36689038,164
Marion Co School District,Hispanic,10,0.8,8
Marion Co School District,Asian,0,0,0
Marion Co School District,Multiracial,11,0.363636364,4
Marion Co School District,Native American/Pacific Islander,*,*,*
Marshall Co School District,All Students,1661,0.32269717,536
Marshall Co School District,White,651,0.405529954,264
Marshall Co School District,African American,736,0.232336957,171
Marshall Co School District,Hispanic,225,0.364444444,82
Marshall Co School District,Asian,*,*,*
Marshall Co School District,Multiracial,46,0.347826087,16
Marshall Co School District,Native American/Pacific Islander,,,0
McComb School District,All Students,1326,0.354449472,470
McComb School District,White,59,0.542372881,32
McComb School District,African American,1181,0.34123624,403
McComb School District,Hispanic,26,0.192307692,5
McComb School District,Asian,10,0.8,8
McComb School District,Multiracial,50,0.44,22
McComb School District,Native American/Pacific Islander,0,0,0
Meridian Public School District,All Students,2668,0.273238381,729
Meridian Public School District,White,157,0.554140127,87
Meridian Public School District,African American,2415,0.24389234,589
Meridian Public School District,Hispanic,79,0.506329114,40
Meridian Public School District,Asian,11,0.818181818,9
Meridian Public School District,Multiracial,*,*,*
Meridian Public School District,Native American/Pacific Islander,*,*,*
Midtown Public Charter School,All Students,233,0.137339056,32
Midtown Public Charter School,White,*,*,*
Midtown Public Charter School,African American,226,0.14159292,32
Midtown Public Charter School,Hispanic,0,0,0
Midtown Public Charter School,Asian,0,0,0
Midtown Public Charter School,Multiracial,*,*,*
Midtown Public Charter School,Native American/Pacific Islander,0,0,0
Monroe Co School District,All Students,1243,0.556717619,692
Monroe Co School District,White,1127,0.569653949,642
Monroe Co School District,African American,93,0.376344086,35
Monroe Co School District,Hispanic,*,*,*
Monroe Co School District,Asian,*,*,*
Monroe Co School District,Multiracial,18,0.555555556,10
Monroe Co School District,Native American/Pacific Islander,0,0,0
Moss Point Separate School District,All Students,907,0.207276736,188
Moss Point Separate School District,White,174,0.298850575,52
Moss Point Separate School District,African American,674,0.183976261,124
Moss Point Separate School District,Hispanic,40,0.25,10
Moss Point Separate School District,Asian,*,*,*
Moss Point Separate School District,Multiracial,18,0.111111111,2
Moss Point Separate School District,Native American/Pacific Islander,*,*,*
Natchez-Adams School District,All Students,1778,0.242969629,432
Natchez-Adams School District,White,152,0.388157895,59
Natchez-Adams School District,African American,1599,0.222639149,356
Natchez-Adams School District,Hispanic,*,*,*
Natchez-Adams School District,Asian,*,*,*
Natchez-Adams School District,Multiracial,13,0.461538462,6
Natchez-Adams School District,Native American/Pacific Islander,0,0,0
Neshoba County School District,All Students,1732,0.557159353,965
Neshoba County School District,White,1074,0.615456238,661
Neshoba County School District,African American,295,0.345762712,102
Neshoba County School District,Hispanic,16,0.375,6
Neshoba County School District,Asian,11,0.818181818,9
Neshoba County School District,Multiracial,144,0.680555556,98
Neshoba County School District,Native American/Pacific Islander,192,0.463541667,89
Nettleton School District,All Students,688,0.390988372,269
Nettleton School District,White,452,0.457964602,207
Nettleton School District,African American,224,0.258928571,58
Nettleton School District,Hispanic,*,*,*
Nettleton School District,Asian,0,0,0
Nettleton School District,Multiracial,*,*,*
Nettleton School District,Native American/Pacific Islander,0,0,0
New Albany Public Schools,All Students,1175,0.647659574,761
New Albany Public Schools,White,619,0.733441034,454
New Albany Public Schools,African American,305,0.459016393,140
New Albany Public Schools,Hispanic,162,0.672839506,109
New Albany Public Schools,Asian,18,0.777777778,14
New Albany Public Schools,Multiracial,68,0.602941176,41
New Albany Public Schools,Native American/Pacific Islander,*,*,*
Newton County School District,All Students,976,0.579918033,566
Newton County School District,White,686,0.658892128,452
Newton County School District,African American,219,0.388127854,85
Newton County School District,Hispanic,31,0.548387097,17
Newton County School District,Asian,*,*,*
Newton County School District,Multiracial,0,0,0
Newton County School District,Native American/Pacific Islander,33,0.212121212,7
Newton Municipal School District,All Students,500,0.438,219
Newton Municipal School District,White,32,0.53125,17
Newton Municipal School District,African American,457,0.424507659,194
Newton Municipal School District,Hispanic,*,*,*
